	1B	1N	2B	2N	3B	3N	4B	4N	5B	5N	6B	6N	7B	7N	8B	8N
isogroup111716_g1	0	0	2	0	0	3	0	0	0	6	0	1	0	0	3	6	
isogroup111758_g1	5	11	3	1	0	12	7	0	1	0	7	16	29	10	236	35	
isogroup111805_g1	7	0	3	0	0	0	0	0	4	3	0	0	3	0	9	0	
isogroup111861_g1	2	6	0	0	0	0	0	0	0	6	0	2	0	1	6	0	
isogroup111871_g1	38	37	0	0	0	0	1	0	0	0	3	0	20	18	4	0	
isogroup111883_g1	5	4	0	0	0	2	1	0	2	0	0	8	7	4	13	0	
isogroup111904_g1	6	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	
isogroup111915_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	2	
isogroup111929_g1	2	11	0	0	0	1	0	0	0	1	0	2	0	0	1	8	
isogroup111942_g1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	
isogroup111964_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup111987_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	1	
isogroup112001_g1	4	1	0	0	16	2	1	0	8	19	6	27	72	36	52	6	
isogroup112002_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	
isogroup112025_g1	2	11	45	30	1	0	0	0	2	4	0	0	178	66	1	0	
isogroup112043_g1	1	1	1	0	0	0	0	0	1	6	0	0	0	1	30	1	
isogroup112077_g1	46	41	5	9	4	8	1	0	0	8	2	12	76	16	188	45	
isogroup112080_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup112090_g1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup112098_g1	3	2	0	0	3	0	0	0	3	15	2	14	21	7	33	4	
isogroup112109_g1	0	0	0	0	0	0	0	0	0	3	0	2	5	0	10	1	
isogroup11213_g1	10	26	7	8	1	33	8	0	4	41	12	17	54	24	69	30	
isogroup112163_g1	29	11	5	10	4	26	1	0	18	16	7	20	40	8	45	10	
isogroup11217_g1	9	5	6	23	0	0	0	0	1	0	0	6	0	3	2	0	
isogroup112188_g1	0	0	2	0	0	0	0	0	0	1	0	5	9	0	4	0	
isogroup112204_g1	0	0	0	0	0	0	0	0	3	0	0	0	6	2	2	0	
isogroup112208_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
isogroup112229_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup112231_g1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	3	0	
isogroup112262_g1	6	11	2	7	0	16	3	0	4	27	0	13	16	10	39	10	
isogroup112287_g1	8	6	3	5	3	15	0	0	2	2	1	12	11	17	31	9	
isogroup11228_g1	6	6	6	0	1	7	8	0	0	16	2	8	21	5	15	4	
isogroup112290_g1	0	2	0	0	0	1	0	0	0	0	0	1	2	6	11	0	
isogroup112326_g1	0	4	0	0	0	0	0	0	0	18	0	0	5	1	12	0	
isogroup112359_g1	2	10	4	0	6	21	0	0	9	15	8	9	18	7	74	7	
isogroup112361_g1	3	0	0	0	0	0	0	0	0	0	0	0	4	2	11	0	
isogroup112363_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	
isogroup112368_g1	20	37	3	0	0	5	0	0	0	11	3	5	22	17	81	23	
isogroup112383_g1	4	0	0	1	0	5	0	0	0	0	1	0	2	1	6	1	
isogroup112399_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup11239_g1	0	0	0	2	1	4	0	0	0	0	0	5	0	0	3	0	
isogroup112440_g1	2	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	
isogroup1124_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	3	
isogroup112509_g1	7	9	0	0	0	2	0	0	1	0	0	2	4	9	48	12	
isogroup112522_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	
isogroup112597_g1	0	2	0	0	8	7	1	0	0	1	1	8	1	0	6	0	
isogroup1125_g1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	
isogroup112606_g1	0	0	0	0	0	2	0	0	1	0	0	1	1	0	15	0	
isogroup112612_g1	2	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	
isogroup112645_g1	41	57	11	4	0	0	0	0	0	4	0	2	9	1	143	30	
isogroup112652_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup112653_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	
isogroup11268_g1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	
isogroup11270_g1	34	73	36	36	13	97	7	0	14	37	8	96	182	81	329	55	
isogroup112738_g1	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	
isogroup112751_g1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup112763_g1	34	50	9	0	7	47	0	0	12	5	4	22	36	31	135	23	
isogroup112802_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup112858_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	
isogroup11286_g1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	
isogroup112880_g1	5	10	0	1	0	0	2	0	0	0	0	0	7	8	30	7	
isogroup112894_g1	4	4	3	0	0	7	0	0	2	23	2	13	51	7	36	6	
isogroup112953_g1	8	3	0	2	0	0	0	0	0	1	0	0	11	4	44	1	
isogroup112963_g1	2	0	9	2	0	1	0	0	0	5	2	8	13	3	1	0	
isogroup112978_g1	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	
isogroup112985_g1	38	53	12	17	19	47	1	0	4	41	11	54	72	26	241	51	
isogroup112993_g1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
isogroup11301_g1	0	1	0	2	0	0	0	0	2	0	0	4	1	0	25	15	
isogroup113035_g1	0	4	0	0	0	1	0	0	1	0	1	0	2	0	12	2	
isogroup113040_g1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup113052_g1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup113069_g1	20	14	4	4	1	13	6	0	1	5	2	11	19	3	55	3	
isogroup113075_g1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	6	0	
isogroup113084_g1	0	4	0	0	0	0	0	0	0	0	2	9	0	0	1	2	
isogroup113086_g1	2	8	0	0	3	1	0	0	0	5	0	1	10	2	30	2	
isogroup113090_g1	60	54	22	16	25	112	27	0	22	84	7	75	88	29	306	29	
isogroup113097_g1	6	2	0	0	0	0	0	0	0	0	0	0	0	0	7	2	
isogroup113130_g1	5	9	7	1	0	1	0	0	2	6	0	13	23	12	74	21	
isogroup113133_g1	0	1	681	519	0	0	0	0	0	0	2	28	1206	742	3	0	
isogroup113179_g1	9	6	2	0	6	21	0	0	1	0	0	4	29	2	55	9	
isogroup11317_g1	0	1	0	0	0	0	1	0	5	0	1	1	9	5	23	0	
isogroup113201_g1	2	0	1	0	0	0	0	0	1	12	0	0	3	2	6	3	
isogroup113225_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	
isogroup113247_g1	0	0	0	0	0	0	0	0	0	0	0	2	2	3	5	1	
isogroup113264_g1	7	26	0	0	1	23	4	0	4	6	3	5	30	7	147	13	
isogroup11331_g1	0	1	0	0	0	6	0	0	0	0	0	1	1	2	1	0	
isogroup113344_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	
isogroup113362_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	
isogroup113363_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup113400_g1	0	2	3	0	0	0	1	0	0	0	0	7	0	0	21	5	
isogroup113414_g1	9	11	3	13	5	9	2	0	4	5	0	23	25	15	160	32	
isogroup113439_g1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup11343_g1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	
isogroup113446_g1	14	10	0	1	0	3	0	0	0	0	1	6	3	9	43	2	
isogroup113451_g1	1	1	0	0	0	0	0	0	0	0	0	0	9	0	31	1	
isogroup113453_g1	25	22	2	0	0	0	5	0	1	3	0	11	41	3	276	46	
isogroup113470_g1	8	3	4	0	0	0	0	0	8	2	0	0	0	0	0	0	
isogroup113473_g1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
isogroup113556_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
isogroup113568_g1	8	2	0	0	0	0	1	0	0	1	2	0	11	0	5	0	
isogroup113572_g1	0	0	0	6	0	0	0	0	0	1	1	0	0	0	2	0	
isogroup1135_g1	6	14	3	8	2	13	0	0	4	6	3	4	14	8	21	2	
isogroup113630_g1	0	1	0	0	0	0	0	0	1	0	2	2	0	0	4	0	
isogroup113637_g1	6	27	16	9	8	27	4	0	11	13	5	38	28	3	53	10	
isogroup113641_g1	0	3	9	0	0	0	0	0	1	0	0	1	13	3	24	7	
isogroup113719_g1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	2	
isogroup113733_g1	0	0	0	0	0	0	0	0	0	5	0	1	0	0	13	1	
isogroup113744_g1	1	6	2	2	0	0	0	0	0	0	0	0	2	5	37	4	
isogroup11379_g1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
isogroup113817_g1	0	1	1	0	0	0	0	0	0	0	0	2	2	0	3	1	
isogroup113825_g1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup113863_g1	6	4	0	0	0	0	0	0	0	0	0	0	0	0	13	2	
isogroup11391_g1	0	2	6	0	0	0	0	0	0	0	0	0	0	3	0	1	
isogroup113936_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup113977_g1	11	15	8	9	0	0	0	0	0	3	0	0	17	4	42	9	
isogroup113979_g1	3	0	5	0	0	8	0	0	1	2	0	4	2	1	11	8	
isogroup113980_g1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup113984_g1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
isogroup113987_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup113988_g1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup113995_g1	0	1	53	40	7	32	13	0	23	74	10	63	198	93	230	45	
isogroup114013_g1	0	0	3	0	0	0	0	0	0	0	0	0	3	0	16	0	
isogroup114015_g1	11	13	0	4	0	1	1	0	1	0	3	11	17	3	132	21	
isogroup114023_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup114030_g1	1	1	0	0	0	11	2	0	0	1	2	2	0	4	12	6	
isogroup114067_g1	25	10	0	0	7	15	1	0	0	0	0	8	12	1	15	6	
isogroup114077_g1	8	2	3	0	0	0	0	0	0	1	0	0	1	0	10	1	
isogroup1140_g1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	
isogroup114182_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	
isogroup114237_g1	14	14	0	0	0	2	0	0	1	1	0	0	0	0	53	14	
isogroup114249_g1	2	4	0	1	0	17	2	0	0	0	0	4	3	0	16	1	
isogroup11426_g1	0	11	0	0	0	0	0	0	2	0	0	2	2	6	18	2	
isogroup114271_g1	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	1	
isogroup114274_g1	66	178	326	153	24	100	14	0	54	168	9	100	1254	685	3614	322	
isogroup114317_g1	0	2	0	0	1	0	0	0	2	0	0	1	1	1	0	0	
isogroup114325_g1	5	0	7	0	0	1	0	0	0	0	0	7	9	3	35	2	
isogroup11432_g1	65	94	17	11	17	29	3	0	26	39	13	74	206	71	495	82	
isogroup114343_g1	0	11	9	7	2	0	0	0	4	6	0	12	9	7	50	18	
isogroup114357_g1	3	2	1	1	3	6	0	0	1	5	2	2	3	2	18	2	
isogroup114359_g1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
isogroup114417_g1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
isogroup11441_g1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	27	0	
isogroup114420_g1	2	5	4	0	0	0	0	0	1	0	0	6	0	1	48	3	
isogroup114431_g1	5	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
isogroup114443_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup114449_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup11444_g1	17	20	12	7	8	64	8	0	7	7	9	47	80	51	133	39	
isogroup114489_g1	2	8	0	0	0	5	0	0	2	5	0	1	2	2	12	2	
isogroup114591_g1	34	33	9	8	1	21	0	0	9	9	3	18	29	4	184	23	
isogroup114632_g1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	
isogroup114637_g1	0	6	0	0	0	0	0	0	0	0	0	1	14	5	16	5	
isogroup114642_g1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	
isogroup114652_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	
isogroup114737_g1	13	10	0	0	0	10	0	0	0	9	0	10	1	1	16	0	
isogroup114749_g1	1	3	0	0	0	0	0	0	0	3	0	0	1	3	11	3	
isogroup11475_g1	55	20	21	35	6	36	1	0	9	40	2	42	89	31	331	64	
isogroup114769_g1	1	1	0	0	0	10	2	0	0	0	0	0	3	2	7	1	
isogroup114788_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	
isogroup114826_g1	19	20	11	9	12	44	7	0	28	91	9	51	61	16	261	40	
isogroup114841_g1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	
isogroup114845_g1	2	6	0	0	0	7	0	0	0	0	0	0	27	7	34	1	
isogroup114864_g1	9	9	12	26	0	8	0	0	6	28	1	17	22	9	39	17	
isogroup114870_g1	0	3	0	0	1	2	0	0	1	1	0	1	2	2	9	0	
isogroup114875_g1	2	0	0	0	0	0	0	0	0	0	0	0	2	1	2	4	
isogroup11489_g1	2	9	4	0	0	0	4	0	2	6	1	6	3	1	15	5	
isogroup114902_g1	0	2	0	2	1	0	0	0	0	1	0	2	3	3	7	0	
isogroup114928_g1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup114935_g1	1	1	1	1	2	0	0	0	0	3	0	3	2	0	9	6	
isogroup115040_g1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	
isogroup11504_g1	0	0	2	0	0	8	0	0	0	0	0	0	0	0	2	0	
isogroup115066_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	
isogroup11510_g1	11	13	10	6	3	20	3	0	4	5	2	12	17	11	82	23	
isogroup115114_g1	0	1	0	0	0	0	0	0	0	5	0	0	0	0	4	0	
isogroup115147_g1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115163_g1	5	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	
isogroup115200_g1	0	0	0	0	7	1	0	0	2	17	0	6	7	0	2	3	
isogroup115206_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup115265_g1	1	6	0	0	0	1	0	0	0	0	0	2	0	0	0	0	
isogroup11527_g1	5	10	36	4	1	18	0	0	0	44	2	12	0	4	9	9	
isogroup115307_g1	0	0	24	30	32	136	22	0	0	0	46	170	0	0	0	0	
isogroup11531_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup11532_g1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	8	0	
isogroup115347_g1	8	1	1	7	6	18	1	0	0	3	0	2	7	4	58	19	
isogroup115370_g1	12	17	7	0	3	4	8	0	8	11	6	17	20	9	56	23	
isogroup115376_g1	1	3	15	1	6	11	15	0	31	8	10	5	9	2	64	6	
isogroup115406_g1	0	0	0	0	0	0	1	0	0	0	1	1	5	0	0	0	
isogroup115417_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup115425_g1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	4	0	
isogroup115433_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup115451_g1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115478_g1	0	0	4	5	0	1	0	0	0	0	0	1	3	5	6	2	
isogroup115513_g1	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
isogroup115529_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup115565_g1	9	7	1	11	0	1	0	0	1	4	0	3	2	2	33	6	
isogroup11559_g1	0	4	3	0	1	0	3	0	0	4	0	2	0	0	3	2	
isogroup115607_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup115611_g1	12	8	0	0	7	55	5	0	13	14	5	13	77	8	303	42	
isogroup11561_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115630_g1	5	7	1	6	4	0	0	0	1	8	0	1	4	2	12	0	
isogroup115634_g1	5	9	4	6	0	0	0	0	0	1	0	0	2	6	11	0	
isogroup115674_g1	2	3	0	0	0	0	0	0	0	8	0	6	15	3	30	7	
isogroup115691_g1	0	0	0	0	0	0	0	0	0	0	3	4	0	0	2	1	
isogroup115693_g1	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	
isogroup115695_g1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	
isogroup115742_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	10	0	
isogroup115778_g1	0	3	9	0	0	4	0	0	0	0	0	4	4	4	36	20	
isogroup11577_g1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	
isogroup115832_g1	0	2	0	0	4	30	0	0	3	1	1	4	7	2	36	11	
isogroup115853_g1	0	0	0	0	0	2	0	0	0	0	0	1	2	0	1	0	
isogroup115861_g1	6	0	1	0	0	4	0	0	0	5	0	7	0	2	22	0	
isogroup115875_g1	14	9	0	0	0	0	0	0	0	0	0	0	1	0	36	3	
isogroup115879_g1	15	9	0	0	0	4	0	0	0	0	1	0	18	7	57	3	
isogroup115886_g1	47	46	21	8	1	18	0	0	13	22	1	13	30	14	204	23	
isogroup115896_g1	0	0	0	0	2	7	0	0	4	3	1	12	0	0	113	10	
isogroup11589_g1	42	62	41	54	32	111	8	0	16	45	8	42	81	46	318	50	
isogroup115914_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
isogroup115927_g1	2	4	1	2	0	9	0	0	4	43	1	1	7	3	54	12	
isogroup115942_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
isogroup11597_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	
isogroup11599_g1	6	12	0	1	5	2	0	0	0	0	0	0	13	11	7	5	
isogroup116028_g1	0	0	0	0	0	5	0	0	0	2	0	2	5	0	66	19	
isogroup116063_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup116076_g1	0	0	3	1	3	21	0	0	0	9	1	2	0	0	2	1	
isogroup116085_g1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	
isogroup116086_g1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
isogroup116088_g1	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup116092_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup116098_g1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
isogroup116142_g1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	3	3	
isogroup116154_g1	0	0	0	0	0	17	0	0	0	2	0	0	0	1	0	0	
isogroup11624_g1	0	5	27	45	1	3	0	0	23	19	1	5	32	9	89	5	
isogroup116258_g1	1	0	3	1	0	31	0	0	1	6	0	1	4	1	38	1	
isogroup116264_g1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	
isogroup116314_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
isogroup116353_g1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	3	
isogroup116397_g1	0	1	0	0	1	0	0	0	1	3	0	0	0	2	10	0	
isogroup11640_g1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	2	
isogroup116414_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup116431_g1	5	0	0	0	0	3	0	0	3	17	0	0	2	1	41	1	
isogroup116432_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	
isogroup116436_g1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup116440_g1	9	42	0	0	4	46	0	0	2	13	3	12	6	1	10	9	
isogroup11644_g2	9	12	3	0	0	0	0	0	0	0	0	5	35	15	47	4	
isogroup116484_g1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
isogroup116486_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	
isogroup116488_g1	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	
isogroup116497_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	
isogroup116508_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	
isogroup116525_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	
isogroup116528_g1	1	2	0	0	2	0	0	0	1	0	0	0	2	0	9	0	
isogroup116617_g1	1	0	1	2	0	2	0	0	4	1	1	1	2	1	13	0	
isogroup116624_g1	0	0	2	0	0	0	0	0	2	0	0	2	0	0	4	0	
isogroup116700_g1	0	0	1	0	2	4	1	0	3	1	1	4	4	0	0	2	
isogroup116706_g1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	
isogroup11670_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	
isogroup116749_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup116782_g1	58	58	33	8	5	41	11	0	8	39	13	36	71	18	107	10	
isogroup116853_g1	0	5	0	0	0	3	0	0	0	0	0	1	0	1	4	0	
isogroup116859_g1	3	1	0	4	0	0	0	0	0	5	0	0	1	0	8	2	
isogroup116881_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup116892_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	
isogroup116947_g1	0	0	0	2	0	0	0	0	0	5	0	0	1	0	6	1	
isogroup116962_g1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
isogroup116982_g1	7	2	0	0	0	0	0	0	0	1	0	3	2	5	16	0	
isogroup116984_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	
isogroup117050_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	
isogroup117062_g1	0	0	0	0	0	4	0	0	0	0	0	1	0	1	7	1	
isogroup117066_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup117068_g1	4	6	0	0	1	0	8	0	0	0	3	0	9	4	29	4	
isogroup117069_g1	17	17	2	0	1	10	0	0	0	0	0	1	5	0	1	0	
isogroup117078_g1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	
isogroup117081_g1	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	
isogroup117095_g1	0	0	4	2	0	0	0	0	0	0	0	0	0	1	33	4	
isogroup1170_g1	1	5	0	2	3	11	4	0	2	7	0	8	6	0	22	1	
isogroup117105_g1	9	2	0	0	0	0	0	0	0	0	0	0	0	4	3	2	
isogroup117130_g1	9	14	14	1	4	13	8	0	9	13	9	14	40	16	230	37	
isogroup117143_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	
isogroup117174_g1	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	
isogroup117198_g1	0	2	2	0	0	0	0	0	1	5	1	19	7	0	11	1	
isogroup117202_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	
isogroup11721_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup11723_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	
isogroup117250_g1	443	656	182	375	75	730	17	0	43	435	17	417	387	320	913	268	
isogroup117265_g1	25	23	24	7	3	23	0	0	0	0	0	6	116	16	11	0	
isogroup11727_g1	0	1	2	0	2	2	0	0	0	0	1	4	2	3	7	0	
isogroup11728_g1	0	0	6	0	0	2	0	0	3	10	1	4	1	1	0	0	
isogroup117293_g1	13	25	1	0	0	0	0	0	3	0	0	0	30	5	144	29	
isogroup117295_g1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup117299_g1	0	2	1	0	0	1	0	0	2	0	0	1	0	0	2	1	
isogroup117383_g1	2	3	0	0	2	0	0	0	0	1	0	0	5	1	56	10	
isogroup117403_g1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup117414_g1	8	3	6	0	1	0	1	0	0	0	1	13	11	1	34	8	
isogroup117437_g1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup117447_g1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	
isogroup117462_g1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
isogroup117464_g1	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	
isogroup117477_g1	0	0	7	0	0	0	0	0	0	0	3	18	0	0	0	0	
isogroup117482_g1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	
isogroup117484_g1	22	50	35	36	12	112	0	0	21	8	5	41	103	32	1269	142	
isogroup117549_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup117632_g1	1	1	7	0	0	0	0	0	1	0	1	2	5	2	16	1	
isogroup117633_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	
isogroup117636_g1	3	10	0	0	0	22	0	0	0	1	0	2	9	0	27	1	
isogroup117702_g1	0	2	0	0	0	1	0	0	0	0	0	0	7	2	4	1	
isogroup117708_g1	8	0	0	0	0	5	0	0	0	3	2	7	1	0	11	1	
isogroup117725_g1	6	2	0	0	0	0	0	0	0	0	0	10	11	4	26	5	
isogroup117775_g1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup117794_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup11782_g1	2	7	0	6	2	21	2	0	4	4	3	6	5	3	106	19	
isogroup117830_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup117834_g1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
isogroup11784_g2	23	13	0	0	0	0	0	0	0	0	0	0	0	0	54	7	
isogroup11790_g1	0	0	0	0	0	9	0	0	0	3	1	4	4	0	7	0	
isogroup117916_g1	0	0	8	0	0	0	1	0	3	0	0	0	1	1	1	1	
isogroup11791_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	
isogroup117923_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	
isogroup11792_g1	0	1	0	1	0	4	0	0	1	0	0	9	8	0	79	7	
isogroup11793_g1	0	0	0	3	0	2	0	0	3	2	0	1	2	0	1	0	
isogroup117945_g1	0	0	0	1	0	0	0	0	0	2	0	1	2	0	10	2	
isogroup117957_g1	1	4	0	0	0	0	0	0	2	0	2	0	27	4	35	12	
isogroup117976_g1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	
isogroup117993_g1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	
isogroup118020_g1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup118029_g1	3	2	0	0	0	1	0	0	0	0	0	0	0	2	0	6	
